,condition,ineq_condition,mobil_condition,ineq_quiz_ans,mobil_quiz_ans,exp_display_order,income_result_of_circumstances,equal_outcomes,govt_should_take_active_steps,ineq_is_a_serious_problem,how_to_fix_ineq_1st_choice,how_to_fix_ineq_2nd_choice,how_to_fix_ineq_3rd_choice,how_to_fix_ineq_4th_choice,how_to_fix_ineq_5th_choice,how_to_fix_ineq_text,high_earners_rarely_deserving,increase_taxes_on_millionares,increase_estate_tax,increase_min_wage,increase_aid_to_poor,increase_food_stamps,support_entrepreneurs,support_housing,outcome_display_order,gap_btw_rich_and_poor_increasing,children_have_worse_chances,mc_display_order,is_us_resident,state,gender,age,marital_status,has_children,race,education,employment_status,income,intergen_mobility_down,intragen_mobility_down,income_volatility,liberal_vs_conservative,democrat_vs_republican
451,decr_ineq_incr_mobil,0.0,0.0,3,1,"['ineq', 'mobil']",0,0,3,2,1,2,4,5,3,No clue,1,3,2,2,4,3,1,1,"['support_housing', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_food_stamps', 'increase_min_wage', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax']",3,1,"['mobil_mc', 'ineq_mc']",1,South Carolina,2,33,1,0,1,6,1,11,3,1,1,4,2
452,incr_ineq_decr_mobil,1.0,1.0,1,2,"['ineq', 'mobil']",1,0,1,3,3,1,4,5,2,"not sure, but they could impose standards",2,3,1,3,2,3,1,1,"['increase_min_wage', 'support_entrepreneurs', 'support_housing', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes']",3,3,"['ineq_mc', 'mobil_mc']",1,Florida,2,49,1,1,1,6,1,9,4,4,1,3,2
453,decr_ineq_decr_mobil,0.0,1.0,1,1,"['mobil', 'ineq']",1,0,5,3,3,1,2,4,5,Don't know ,2,3,3,3,5,5,1,1,"['support_entrepreneurs', 'increase_min_wage', 'support_housing', 'increase_aid_to_poor', 'increase_food_stamps', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances']",2,2,"['ineq_mc', 'mobil_mc']",1,Colorado,2,38,0,0,2,3,2,4,5,2,2,3,2
454,decr_ineq_incr_mobil,0.0,0.0,1,1,"['ineq', 'mobil']",0,0,5,2,2,1,3,5,4,Listen to the people and not ones appointed to government. ,2,3,1,3,4,2,1,1,"['increase_aid_to_poor', 'support_housing', 'increase_min_wage', 'support_entrepreneurs', 'increase_food_stamps', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,3,"['mobil_mc', 'ineq_mc']",1,Pennsylvania,2,41,0,1,3,4,1,5,4,3,1,3,3
455,decr_ineq_incr_mobil,0.0,0.0,3,3,"['ineq', 'mobil']",0,1,3,2,2,1,3,4,5,They could do better than they’re currently doing,2,1,2,3,5,4,0,1,"['increase_aid_to_poor', 'increase_min_wage', 'support_housing', 'support_entrepreneurs', 'increase_food_stamps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes']",2,2,"['ineq_mc', 'mobil_mc']",1,Oklahoma,3,19,0,0,1,3,1,5,3,4,1,3,3
456,incr_ineq_decr_mobil,1.0,1.0,3,1,"['ineq', 'mobil']",1,1,5,5,2,3,1,4,5,Can make speech's about it,1,3,3,3,5,5,1,1,"['high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_aid_to_poor', 'increase_food_stamps', 'increase_min_wage', 'support_housing', 'support_entrepreneurs']",3,1,"['mobil_mc', 'ineq_mc']",1,Michigan,2,27,0,1,1,6,1,8,1,1,1,1,1
457,incr_ineq_incr_mobil,1.0,0.0,3,3,"['mobil', 'ineq']",0,0,3,3,2,1,3,5,4,The government can offer jobs to everyone ,3,3,2,3,5,1,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'support_entrepreneurs', 'support_housing', 'increase_aid_to_poor', 'increase_food_stamps', 'increase_min_wage', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances']",3,1,"['ineq_mc', 'mobil_mc']",1,New Jersey,3,24,1,1,1,3,6,8,1,1,2,3,4
458,incr_ineq_incr_mobil,1.0,0.0,2,2,"['mobil', 'ineq']",0,0,3,3,1,2,3,4,5,Im not to dure wat they can do ,2,2,2,2,3,4,0,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps', 'increase_aid_to_poor', 'increase_min_wage', 'increase_food_stamps', 'support_entrepreneurs', 'support_housing', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving']",2,2,"['ineq_mc', 'mobil_mc']",1,Ohio,3,30,1,1,1,3,1,6,3,3,2,3,2
459,decr_ineq_decr_mobil,0.0,1.0,1,3,"['mobil', 'ineq']",0,0,5,1,3,1,2,4,5,None,2,1,1,1,4,5,0,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'increase_food_stamps', 'support_housing', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_min_wage', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes']",2,2,"['mobil_mc', 'ineq_mc']",1,Kentucky,2,24,0,0,5,3,5,2,1,1,1,1,1
460,incr_ineq_incr_mobil,1.0,0.0,2,2,"['mobil', 'ineq']",1,0,4,2,3,1,4,5,2,Treat people fair,2,2,2,2,4,5,0,1,"['govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_aid_to_poor', 'increase_min_wage', 'support_entrepreneurs', 'increase_food_stamps', 'support_housing', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving']",1,2,"['mobil_mc', 'ineq_mc']",1,Michigan,3,30,0,1,1,3,1,6,4,3,1,3,2
461,decr_ineq_incr_mobil,0.0,0.0,1,3,"['ineq', 'mobil']",1,1,5,3,2,1,3,5,4,Stop giving tax breaks to the wealthy and give more breaks to the common working man ,2,3,1,3,5,3,1,1,"['income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'support_entrepreneurs', 'increase_food_stamps', 'increase_min_wage', 'increase_aid_to_poor', 'support_housing', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,1,"['ineq_mc', 'mobil_mc']",1,Texas,2,44,1,1,2,4,1,8,2,1,1,4,2
462,incr_ineq_incr_mobil,1.0,0.0,2,1,"['ineq', 'mobil']",0,0,3,2,1,3,5,2,4,Help with higher education costs.,1,2,2,3,3,3,1,1,"['increase_min_wage', 'support_entrepreneurs', 'support_housing', 'increase_food_stamps', 'increase_aid_to_poor', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,1,"['ineq_mc', 'mobil_mc']",1,Minnesota,3,33,1,1,1,6,1,8,2,2,1,2,1
463,decr_ineq_incr_mobil,0.0,0.0,3,3,"['ineq', 'mobil']",1,0,5,4,3,1,4,5,2,"Raise the minimum wage to be one that is realistic for an individual. One where an apartment, commuting costs and food is doable with 40 hours per week working.",2,3,3,3,4,4,1,1,"['increase_aid_to_poor', 'support_entrepreneurs', 'increase_min_wage', 'support_housing', 'increase_food_stamps', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares']",3,3,"['mobil_mc', 'ineq_mc']",1,Minnesota,3,57,0,0,1,6,4,5,4,4,1,5,2
464,incr_ineq_incr_mobil,1.0,0.0,3,2,"['mobil', 'ineq']",0,0,4,2,4,2,1,3,5,More trustworthiness,2,3,2,3,4,4,1,1,"['increase_aid_to_poor', 'increase_min_wage', 'increase_food_stamps', 'support_entrepreneurs', 'support_housing', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving']",3,1,"['mobil_mc', 'ineq_mc']",1,Illinois,2,48,0,1,2,5,1,8,4,2,1,3,2
465,incr_ineq_incr_mobil,1.0,0.0,3,3,"['ineq', 'mobil']",1,0,2,4,2,4,3,5,1,Creating opportunities for folks who are starting out behind.,2,3,2,3,4,4,1,1,"['increase_min_wage', 'support_housing', 'increase_food_stamps', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes']",3,3,"['ineq_mc', 'mobil_mc']",1,New York,3,38,1,0,1,4,3,3,3,3,2,4,2
466,incr_ineq_incr_mobil,1.0,0.0,3,3,"['mobil', 'ineq']",1,1,4,5,3,2,4,5,1,"Quitr using hte poors money to protect the rich, beginning with not having a schemining business man for presidnent",2,3,3,3,4,4,1,1,"['increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_housing', 'support_entrepreneurs', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_min_wage', 'income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps']",3,1,"['mobil_mc', 'ineq_mc']",1,Wisconsin,3,24,1,0,1,8,1,7,4,4,1,4,2
467,decr_ineq_incr_mobil,0.0,0.0,3,2,"['ineq', 'mobil']",1,0,5,3,2,4,3,5,1,lower taxes for those who are not rich,2,3,2,3,4,3,0,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'support_housing', 'increase_food_stamps', 'increase_min_wage', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving']",2,1,"['ineq_mc', 'mobil_mc']",1,California,2,77,0,0,1,6,6,8,2,3,1,3,2
468,incr_ineq_incr_mobil,1.0,0.0,1,3,"['ineq', 'mobil']",1,0,3,3,1,5,4,3,2,"can give more opportunities to poor people in society, like free medical, free education, less taxes etc",2,2,1,2,3,3,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'support_housing', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_min_wage', 'support_entrepreneurs']",2,1,"['ineq_mc', 'mobil_mc']",1,California,2,26,0,1,4,6,5,4,2,2,2,3,1
469,decr_ineq_incr_mobil,0.0,0.0,2,1,"['ineq', 'mobil']",1,0,5,3,1,2,4,5,3,not really sure have to lay out all the outcomes and possibilities first.,2,3,2,3,4,3,1,1,"['increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'support_entrepreneurs', 'increase_min_wage', 'increase_food_stamps', 'increase_aid_to_poor', 'support_housing', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",1,2,"['ineq_mc', 'mobil_mc']",1,Maryland,2,36,0,1,2,3,1,4,2,2,2,3,2
470,incr_ineq_incr_mobil,1.0,0.0,3,3,"['ineq', 'mobil']",1,0,4,3,3,2,1,4,5,People got to stop being ignorant and learn to get along.,2,2,2,2,4,3,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving', 'support_entrepreneurs', 'increase_min_wage', 'increase_aid_to_poor', 'support_housing', 'increase_food_stamps', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances']",3,2,"['mobil_mc', 'ineq_mc']",1,Texas,2,20,0,0,2,3,2,1,3,2,2,3,2
471,incr_ineq_incr_mobil,1.0,0.0,3,3,"['ineq', 'mobil']",1,0,4,5,1,3,4,5,2,Provide equal education opportunities for everyone,2,2,2,3,5,5,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'support_housing', 'increase_aid_to_poor', 'increase_min_wage', 'support_entrepreneurs', 'increase_food_stamps']",2,2,"['mobil_mc', 'ineq_mc']",1,Indiana,3,39,1,1,1,6,1,9,3,3,2,4,2
472,incr_ineq_incr_mobil,1.0,0.0,3,1,"['ineq', 'mobil']",1,1,4,5,3,1,2,4,5,Help poor people,2,2,2,3,5,5,1,1,"['increase_aid_to_poor', 'increase_min_wage', 'support_housing', 'support_entrepreneurs', 'increase_food_stamps', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares']",3,2,"['mobil_mc', 'ineq_mc']",1,Illinois,3,36,0,0,2,6,1,1,3,3,1,4,3
473,decr_ineq_decr_mobil,0.0,1.0,3,1,"['mobil', 'ineq']",1,1,5,5,3,1,2,4,5,Not sure what and if the government can do anything about this issue,2,3,1,3,5,5,0,1,"['support_entrepreneurs', 'increase_min_wage', 'support_housing', 'increase_aid_to_poor', 'increase_food_stamps', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax']",3,2,"['mobil_mc', 'ineq_mc']",1,Indiana,3,61,0,0,1,3,1,2,2,4,3,3,1
474,decr_ineq_incr_mobil,0.0,0.0,2,2,"['mobil', 'ineq']",1,0,5,3,2,3,1,4,5,work harder,2,2,3,3,3,4,1,1,"['increase_aid_to_poor', 'support_housing', 'increase_min_wage', 'support_entrepreneurs', 'increase_food_stamps', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving']",2,3,"['ineq_mc', 'mobil_mc']",1,Delaware,2,53,0,1,2,3,6,4,3,3,1,3,2
475,decr_ineq_incr_mobil,0.0,0.0,1,1,"['ineq', 'mobil']",0,0,1,2,2,1,3,4,5,Stop political and goverment corruption ,1,1,1,2,5,1,0,0,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_housing', 'increase_min_wage', 'increase_food_stamps', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps']",1,1,"['mobil_mc', 'ineq_mc']",1,Florida,2,60,1,1,1,5,6,3,1,5,3,1,1
476,incr_ineq_decr_mobil,1.0,1.0,3,3,"['mobil', 'ineq']",0,0,5,2,2,1,3,5,4,Increase the minimum wage to at least $15/hour in all the US. ,3,3,3,3,4,4,1,1,"['increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_entrepreneurs', 'support_housing', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_min_wage', 'equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps']",3,3,"['ineq_mc', 'mobil_mc']",1,Indiana,2,36,0,0,3,3,2,6,2,2,1,4,2
477,incr_ineq_decr_mobil,1.0,1.0,2,2,"['mobil', 'ineq']",0,0,5,3,1,3,2,4,5,Not be racist and treat all people equallly,2,3,3,3,5,4,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'increase_taxes_on_millionares', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_aid_to_poor', 'support_housing', 'increase_food_stamps', 'increase_min_wage', 'support_entrepreneurs']",3,3,"['mobil_mc', 'ineq_mc']",1,Texas,2,28,1,0,1,6,1,8,4,2,1,3,3
478,incr_ineq_incr_mobil,1.0,0.0,3,3,"['mobil', 'ineq']",1,0,5,4,1,4,3,5,2,Educational programs.,1,3,2,3,5,5,1,1,"['high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'increase_aid_to_poor', 'support_entrepreneurs', 'increase_food_stamps', 'support_housing', 'increase_min_wage', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,1,"['mobil_mc', 'ineq_mc']",1,Illinois,3,62,0,0,1,2,6,1,5,1,1,3,3
479,incr_ineq_decr_mobil,1.0,1.0,3,3,"['ineq', 'mobil']",0,0,1,5,2,1,4,5,3,not good,2,3,3,2,2,3,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'support_housing', 'increase_min_wage', 'support_entrepreneurs', 'increase_aid_to_poor', 'increase_food_stamps', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax']",3,2,"['ineq_mc', 'mobil_mc']",1,New York,2,29,1,1,2,3,1,8,1,1,3,4,2
480,incr_ineq_incr_mobil,1.0,0.0,3,3,"['ineq', 'mobil']",0,0,2,1,5,1,4,3,2,Drop taxes and let people basically party,3,2,1,3,3,2,0,0,"['increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_entrepreneurs', 'increase_food_stamps', 'increase_min_wage', 'increase_aid_to_poor', 'support_housing']",2,3,"['ineq_mc', 'mobil_mc']",1,Florida,2,39,0,0,1,4,2,1,1,2,2,1,1
481,decr_ineq_incr_mobil,0.0,0.0,1,3,"['mobil', 'ineq']",1,0,5,2,3,1,2,5,4,I dont have an idea honesty ,1,2,2,2,4,4,0,1,"['increase_aid_to_poor', 'increase_food_stamps', 'increase_min_wage', 'support_housing', 'support_entrepreneurs', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_estate_tax', 'increase_taxes_on_millionares', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes']",2,2,"['ineq_mc', 'mobil_mc']",1,Colorado,2,33,1,1,5,3,1,7,3,3,1,2,3
482,decr_ineq_incr_mobil,0.0,0.0,1,1,"['ineq', 'mobil']",1,1,4,4,4,1,2,5,3,Stop the old ways of white males; increase food stamps; child care at reasonable rates or government subsidized,2,3,1,3,4,4,1,1,"['income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'support_housing', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_min_wage', 'support_entrepreneurs']",3,1,"['ineq_mc', 'mobil_mc']",1,Connecticut,3,73,1,0,1,8,6,11,1,1,1,5,2
483,decr_ineq_incr_mobil,0.0,0.0,3,3,"['ineq', 'mobil']",1,1,3,5,2,1,3,5,4,They can create more programs to help those with low or no income.,2,3,2,3,5,5,1,1,"['equal_outcomes', 'govt_should_take_active_steps', 'income_result_of_circumstances', 'increase_aid_to_poor', 'increase_food_stamps', 'support_housing', 'support_entrepreneurs', 'increase_min_wage', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,3,"['mobil_mc', 'ineq_mc']",1,California,3,28,0,0,2,6,3,1,5,5,2,3,3
484,decr_ineq_incr_mobil,0.0,0.0,1,1,"['ineq', 'mobil']",0,0,1,1,1,3,4,2,5,Leave people alone.,1,2,1,2,1,1,0,0,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_min_wage', 'support_entrepreneurs', 'support_housing']",2,1,"['mobil_mc', 'ineq_mc']",1,Maine,2,56,0,0,1,5,6,3,2,2,1,2,3
485,incr_ineq_incr_mobil,1.0,0.0,1,3,"['mobil', 'ineq']",0,0,4,2,3,1,4,5,2,need  to make rent more affortible,3,2,2,3,4,2,1,1,"['ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'support_housing', 'support_entrepreneurs', 'increase_food_stamps', 'increase_aid_to_poor', 'increase_min_wage', 'income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps']",3,1,"['mobil_mc', 'ineq_mc']",1,California,3,63,1,0,3,3,1,6,2,1,2,3,4
486,decr_ineq_decr_mobil,0.0,1.0,3,1,"['ineq', 'mobil']",0,0,1,2,1,2,3,4,5,There will always be inequality. It is an unfixable issue.,1,2,1,3,3,3,1,1,"['equal_outcomes', 'income_result_of_circumstances', 'govt_should_take_active_steps', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_housing', 'increase_aid_to_poor', 'increase_min_wage', 'increase_food_stamps', 'support_entrepreneurs']",3,1,"['mobil_mc', 'ineq_mc']",1,South Carolina,2,26,0,0,1,4,2,10,2,1,1,3,3
487,decr_ineq_incr_mobil,0.0,0.0,1,1,"['ineq', 'mobil']",0,0,3,2,4,1,2,3,5,Have more rules and increase wages. ,2,3,2,3,4,3,0,0,"['high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'increase_min_wage', 'increase_food_stamps', 'support_housing', 'increase_aid_to_poor', 'support_entrepreneurs', 'income_result_of_circumstances', 'equal_outcomes', 'govt_should_take_active_steps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",2,2,"['ineq_mc', 'mobil_mc']",1,Minnesota,3,25,0,0,5,5,1,2,3,2,1,3,3
488,incr_ineq_decr_mobil,1.0,1.0,2,1,"['mobil', 'ineq']",0,0,3,3,1,3,4,2,5,Level the playing field for all. ,2,2,2,2,4,3,1,1,"['govt_should_take_active_steps', 'income_result_of_circumstances', 'equal_outcomes', 'increase_min_wage', 'increase_aid_to_poor', 'support_housing', 'increase_food_stamps', 'support_entrepreneurs', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank']",3,2,"['ineq_mc', 'mobil_mc']",1,California,2,53,1,0,1,6,1,5,4,5,2,3,4
489,incr_ineq_decr_mobil,1.0,1.0,2,1,"['ineq', 'mobil']",1,0,5,4,1,3,2,5,4,Start with making sure each person is given the same amount if education,2,3,3,3,5,5,1,1,"['income_result_of_circumstances', 'govt_should_take_active_steps', 'equal_outcomes', 'increase_aid_to_poor', 'increase_min_wage', 'support_entrepreneurs', 'support_housing', 'increase_food_stamps', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'increase_estate_tax', 'increase_taxes_on_millionares', 'high_earners_rarely_deserving']",3,1,"['mobil_mc', 'ineq_mc']",1,Colorado,3,43,1,1,1,3,6,5,4,4,2,5,2
490,decr_ineq_incr_mobil,0.0,0.0,3,2,"['ineq', 'mobil']",0,0,1,2,2,4,3,1,5,Stay out since Government messes things up. ,1,1,1,1,1,3,1,0,"['increase_taxes_on_millionares', 'high_earners_rarely_deserving', 'increase_estate_tax', 'govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'support_housing', 'support_entrepreneurs', 'increase_min_wage', 'increase_food_stamps', 'increase_aid_to_poor']",2,1,"['mobil_mc', 'ineq_mc']",1,Massachusetts,2,46,0,0,1,5,6,2,2,2,1,1,1
491,decr_ineq_decr_mobil,0.0,1.0,3,1,"['mobil', 'ineq']",1,0,5,3,3,2,1,5,4,Don’t know ,2,3,1,3,4,4,0,1,"['govt_should_take_active_steps', 'equal_outcomes', 'income_result_of_circumstances', 'ineq_is_a_serious_problem', 'how_to_fix_ineq_text', 'how_to_fix_ineq_rank', 'high_earners_rarely_deserving', 'increase_taxes_on_millionares', 'increase_estate_tax', 'increase_aid_to_poor', 'support_housing', 'increase_min_wage', 'support_entrepreneurs', 'increase_food_stamps']",1,1,"['ineq_mc', 'mobil_mc']",1,Maryland,3,85,1,0,1,3,6,5,3,4,1,3,3
